City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
254,port alfred,26.891,-33.5906,286.58,96,100,5.07,ZA,1696901872
255,altay,88.1167,47.8667,284.64,53,9,2.3,CN,1696902133
256,igbo-ora,3.2833,7.4333,296.55,97,99,1.8,NG,1696902134
257,galliano,-90.2992,29.4422,292.04,82,0,0.0,US,1696902134
258,vorkuta,64.0,67.5,274.39,98,100,5.18,RU,1696901939
259,makokou,12.8642,0.5738,293.72,98,98,0.92,GA,1696902136
260,broken hill,141.4333,-31.95,296.53,42,0,2.99,AU,1696902064
261,mount pearl,-52.7813,47.5166,283.23,98,100,3.09,CA,1696902129
262,gadzhiyevo,33.3362,69.2551,272.39,83,99,6.58,RU,1696902138
263,tsarevo,27.85,42.1667,287.26,62,100,1.22,BG,1696902018
264,horta,-28.6333,38.5333,294.27,87,37,8.94,PT,1696902139
265,ancud,-73.8203,-41.8697,281.39,86,100,3.44,CL,1696901860
266,kamiiso,140.65,41.8167,293.36,56,75,1.54,JP,1696902142
267,kirakira,161.9205,-10.4544,300.84,85,97,6.02,SB,1696902143
268,mercedes,-59.4307,-34.6515,294.74,44,54,7.47,AR,1696902143
269,kisangani,25.2,0.5167,294.89,100,100,1.19,CD,1696902144
270,suva,178.4415,-18.1416,298.86,57,40,3.6,FJ,1696902145
271,kingston,-76.7936,17.997,299.68,97,40,2.57,JM,1696901790
272,waupaca,-89.086,44.358,283.2,54,80,2.24,US,1696902147
273,tromso,18.957,69.6496,274.16,86,100,1.03,NO,1696902148
274,emerald,148.1667,-23.5333,300.01,33,0,4.13,AU,1696902000
275,faya-largeau,19.1043,17.9257,301.75,27,0,9.94,TD,1696902149
276,darbhanga,85.9,26.1667,300.25,76,0,1.38,IN,1696902126
277,saint-pierre,55.4781,-21.3393,294.97,56,7,2.57,RE,1696902150
278,saint-francois,3.9054,46.4154,283.53,100,0,0.0,FR,1696902151
279,freetown,-13.2299,8.484,297.13,93,100,1.76,SL,1696902152
280,bakanas,76.2772,44.8081,288.48,44,6,3.41,KZ,1696902153
281,sao joao da barra,-41.0511,-21.6403,296.12,90,69,4.89,BR,1696902154
282,champerico,-91.9167,14.3,301.35,77,100,0.78,GT,1696902155
283,howard springs,131.047,-12.497,305.27,38,100,2.1,AU,1696902156
284,selfoss,-20.9971,63.9331,275.4,81,76,11.09,IS,1696902157
285,constantia,28.65,44.1833,285.76,66,100,4.03,RO,1696901784
286,labrador city,-66.9114,52.9463,283.1,87,75,1.03,CA,1696902158
287,rio branco,-67.81,-9.9747,296.49,100,75,3.09,BR,1696902159
288,shanhaiguan,119.7564,39.9988,293.16,40,66,1.53,CN,1696902159
289,poxoreo,-54.3892,-15.8372,299.37,71,43,0.46,BR,1696902160
290,tateyama,139.8667,34.9833,295.11,83,93,2.23,JP,1696902000
291,flin flon,-101.865,54.7682,279.65,75,1,3.48,CA,1696902161
292,loango,11.8312,-4.6719,297.96,94,20,0.51,CG,1696902162
293,the pas,-101.2541,53.8251,279.16,81,0,2.57,CA,1696902163
294,anar darah,61.654,32.7587,293.83,23,0,1.72,AF,1696902164
295,crane,-102.3501,31.3974,296.22,40,80,4.95,US,1696902164
296,jiuquan,98.5174,39.7432,285.02,33,56,2.08,CN,1696902165
297,manglaur,77.8667,29.8,296.59,56,3,1.96,IN,1696902166
298,uturoa,-151.4333,-16.7333,299.18,68,88,6.07,PF,1696902167
299,christchurch,172.6333,-43.5333,286.26,67,75,6.17,NZ,1696902121
300,rongelap,166.8941,11.1635,301.59,77,80,5.37,MH,1696902169
301,dogubayazit,44.0842,39.5469,283.35,62,5,1.83,TR,1696902169
302,boguchany,97.4531,58.3814,282.51,92,82,1.79,RU,1696902170
303,ilanskiy,96.065,56.2358,283.49,69,72,3.4,RU,1696901945
304,nuuk,-51.7216,64.1835,275.49,51,87,9.77,GL,1696902171
305,el granada,-122.4694,37.5027,295.27,80,100,5.66,US,1696902172
306,mankono,-6.1897,8.0586,294.33,96,96,0.59,CI,1696902173
307,glodeni,27.5144,47.7708,278.41,44,100,2.2,MD,1696902173
308,taoudenni,-3.9836,22.6783,301.65,18,1,4.98,ML,1696902174
309,uthal,66.6219,25.8072,299.15,85,0,0.67,PK,1696902175
310,kapa'a,-159.319,22.0752,302.33,72,40,6.69,US,1696901910
311,kosmach,24.3673,48.7509,277.33,78,100,0.51,UA,1696902176
312,shamil'kala,46.8639,42.6858,277.61,90,100,1.73,RU,1696902177
313,katutura,17.0557,-22.521,297.68,17,98,3.6,NA,1696901920
314,touros,-35.4608,-5.1989,298.72,78,3,7.4,BR,1696902179
315,idri,13.2667,27.5,295.26,42,100,4.38,LY,1696902179
316,riosucio,-75.7032,5.4216,288.15,87,91,0.71,CO,1696902152
317,tazovsky,78.7,67.4667,277.71,88,100,7.22,RU,1696901901
318,dalandzadgad,104.425,43.5708,285.57,23,13,2.57,MN,1696901909
319,zacharo,21.65,37.4833,293.76,59,0,1.76,GR,1696902182
320,luderitz,15.1594,-26.6481,287.14,91,98,2.95,NA,1696901938
321,eenhana,16.3333,-17.4667,296.12,18,84,1.38,NA,1696902183
322,new norfolk,147.0587,-42.7826,290.21,37,40,0.73,AU,1696902184
323,ataq,46.8319,14.5377,293.01,83,0,1.16,YE,1696902185
324,ebon,168.6964,4.582,302.21,71,88,2.86,MH,1696902185
325,al qusayr,36.5798,34.5091,291.52,84,4,0.8,SY,1696902122
326,buncrana,-7.45,55.1333,288.17,92,100,2.13,IE,1696902188
327,surgana,73.6167,20.5667,295.48,68,6,0.58,IN,1696902188
328,san luis de la loma,-100.8939,17.2706,298.33,94,100,6.88,MX,1696902189
329,necochea,-58.7368,-38.5473,288.94,47,88,5.28,AR,1696902190
330,angaur state,134.13,6.906,301.26,82,100,11.57,PW,1696901905
331,nouadhibou,-17.0347,20.931,295.44,85,0,7.48,MR,1696902191
332,kirkland lake,-80.0377,48.1446,276.31,100,100,3.6,CA,1696902192
333,isola di capo rizzuto,17.0933,38.96,295.47,56,0,1.62,IT,1696902193
334,mantua,10.7833,45.1667,291.73,89,100,0.45,IT,1696902194
335,salekhard,66.6019,66.53,278.41,89,100,3.87,RU,1696902195
336,qashyr,76.1036,53.0675,286.57,62,100,5.78,KZ,1696902195
337,gowurdak,66.0466,37.8124,290.75,37,6,1.6,TM,1696902196
338,midvagur,-7.1939,62.0511,283.61,100,100,8.75,FO,1696902197
339,pariaman,100.12,-0.619,301.18,79,79,1.38,ID,1696901876
340,saint-philippe,55.7679,-21.3585,294.92,75,1,2.04,RE,1696902198
341,qacha's nek,28.6894,-30.1154,282.29,70,80,1.71,LS,1696902199
342,rexburg,-111.7897,43.826,293.88,42,0,0.0,US,1696902199
343,virrat,23.78,62.2476,272.44,95,14,1.88,FI,1696902200
344,chos malal,-70.2709,-37.3781,286.39,28,40,3.11,AR,1696902201
345,fukuecho,128.8419,32.6881,295.35,64,40,6.69,JP,1696902201
346,cafayate,-65.9761,-26.073,291.29,43,95,2.51,AR,1696902202
347,houghton,-88.569,47.1219,279.62,94,100,5.66,US,1696902203
348,conception bay south,-52.9981,47.4999,283.17,98,78,2.24,CA,1696901918
349,griffith,-87.4237,41.5284,283.62,65,0,2.06,US,1696902176
350,lerwick,-1.1494,60.1545,285.15,91,78,8.48,GB,1696902205
351,st. john's,-52.7093,47.5649,283.3,98,100,3.09,CA,1696901891
352,cururupu,-44.8683,-1.8283,297.31,88,0,1.65,BR,1696902206
353,chernyshevskiy,112.4714,63.0128,278.76,90,100,3.72,RU,1696902207
354,azemmour,-8.3425,33.2895,294.92,69,98,1.09,MA,1696902207
355,oranjemund,16.4333,-28.55,287.34,89,41,1.74,NA,1696902011
356,kupang,123.5833,-10.1667,304.47,51,20,2.57,ID,1696902209
357,colonia,6.95,50.9333,288.05,87,0,1.03,DE,1696902003
358,bodaybo,114.1933,57.8506,283.42,83,100,0.89,RU,1696902023
359,tolanaro,46.9987,-25.0319,294.19,94,20,0.0,MG,1696902211
360,ambon,128.1814,-3.6954,302.23,74,40,3.09,ID,1696902211
361,porto seguro,-39.0647,-16.4497,298.44,83,20,3.09,BR,1696901958
362,guane,-84.0875,22.2025,298.71,88,19,1.85,CU,1696902212
363,namtsy,129.6658,62.7161,273.17,98,100,1.97,RU,1696902213
