City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
242,as sulayyil,45.5779,20.4607,30.14,31,20,1.8,SA,1696905454
243,pont rouge,-72.0825,48.8833,9.16,83,100,4.34,CA,1696905454
244,nikolayevsk-on-amure,140.73,53.1406,8.73,42,13,6.02,RU,1696905455
245,yinchuan,106.2731,38.4681,16.5,42,28,1.85,CN,1696905456
246,booue,11.9385,-0.0921,22.22,99,99,0.52,GA,1696905457
247,powell,-83.0752,40.1578,12.0,70,100,2.06,US,1696905457
248,tayshet,98.0044,55.9342,13.88,56,15,2.37,RU,1696905458
249,kitimat,-128.6534,54.0524,11.21,63,68,0.56,CA,1696905458
250,srivardhan,73.0167,18.0333,26.92,80,23,1.61,IN,1696905459
251,tagbina,126.1714,8.4519,31.85,57,100,1.43,PH,1696905460
252,keflavik,-22.5624,64.0049,4.95,75,40,12.86,IS,1696905460
253,warwick,-71.4162,41.7001,12.33,77,100,5.66,US,1696905461
254,port alfred,26.891,-33.5906,13.43,96,100,5.41,ZA,1696905464
255,altay,88.1167,47.8667,13.49,47,6,1.18,CN,1696905466
256,igbo-ora,3.2833,7.4333,23.4,97,99,1.52,NG,1696905468
257,galliano,-90.2992,29.4422,17.78,88,0,0.0,US,1696905469
258,vorkuta,64.0,67.5,1.2,98,100,5.28,RU,1696905469
259,makokou,12.8642,0.5738,20.44,99,98,0.69,GA,1696905470
260,broken hill,141.4333,-31.95,24.35,39,1,3.69,AU,1696905471
261,mount pearl,-52.7813,47.5166,9.62,98,100,3.6,CA,1696905472
262,gadzhiyevo,33.3362,69.2551,-0.89,84,98,6.59,RU,1696905473
263,tsarevo,27.85,42.1667,14.38,61,100,1.85,BG,1696905474
264,horta,-28.6333,38.5333,20.57,89,39,6.71,PT,1696905475
265,ancud,-73.8203,-41.8697,7.93,85,100,3.37,CL,1696905476
266,kamiiso,140.65,41.8167,19.21,72,75,4.12,JP,1696905376
267,kirakira,161.9205,-10.4544,27.68,84,95,5.97,SB,1696905478
268,mercedes,-59.4307,-34.6515,21.55,47,61,7.05,AR,1696905479
269,kisangani,25.2,0.5167,21.81,100,100,1.11,CD,1696905480
270,suva,178.4415,-18.1416,25.71,57,40,3.6,FJ,1696905480
271,kingston,-76.7936,17.997,27.53,94,40,4.12,JM,1696905411
272,waupaca,-89.086,44.358,10.05,50,100,3.6,US,1696905482
273,tromso,18.957,69.6496,0.01,93,100,1.03,NO,1696905483
274,emerald,148.1667,-23.5333,27.97,31,0,3.98,AU,1696905483
275,faya-largeau,19.1043,17.9257,28.15,28,0,9.79,TD,1696905484
276,darbhanga,85.9,26.1667,28.53,70,0,1.24,IN,1696905483
277,saint-pierre,55.4781,-21.3393,19.82,64,0,3.6,RE,1696905485
278,saint-francois,3.9054,46.4154,8.69,100,0,0.0,FR,1696905486
279,freetown,-13.2299,8.484,24.05,92,100,1.44,SL,1696905368
280,bakanas,76.2772,44.8081,17.79,37,4,3.27,KZ,1696905488
281,sao joao da barra,-41.0511,-21.6403,22.87,91,69,5.2,BR,1696905488
282,champerico,-91.9167,14.3,27.32,81,100,1.36,GT,1696905489
283,howard springs,131.047,-12.497,31.95,32,98,2.01,AU,1696905490
284,selfoss,-20.9971,63.9331,1.69,76,71,8.68,IS,1696905490
285,constantia,28.65,44.1833,12.38,64,100,4.29,RO,1696905344
286,labrador city,-66.9114,52.9463,9.95,93,75,2.57,CA,1696905491
287,rio branco,-67.81,-9.9747,23.34,100,75,1.54,BR,1696905440
288,shanhaiguan,119.7564,39.9988,21.02,36,47,2.55,CN,1696905493
289,poxoreo,-54.3892,-15.8372,26.22,73,61,0.03,BR,1696905493
290,tateyama,139.8667,34.9833,21.96,83,75,2.57,JP,1696905494
291,flin flon,-101.865,54.7682,5.66,80,3,3.11,CA,1696905495
292,loango,11.8312,-4.6719,24.81,88,75,0.0,CG,1696905495
293,the pas,-101.2541,53.8251,5.01,87,0,2.57,CA,1696905496
294,anar darah,61.654,32.7587,23.35,20,0,1.73,AF,1696905497
295,crane,-102.3501,31.3974,22.34,49,86,5.79,US,1696905500
296,jiuquan,98.5174,39.7432,13.63,31,44,3.11,CN,1696905225
297,manglaur,77.8667,29.8,26.02,49,3,1.69,IN,1696905503
298,uturoa,-151.4333,-16.7333,26.07,68,92,5.82,PF,1696905504
299,christchurch,172.6333,-43.5333,13.11,67,75,6.17,NZ,1696905378
300,rongelap,166.8941,11.1635,28.45,77,82,5.69,MH,1696905505
301,dogubayazit,44.0842,39.5469,9.86,65,4,1.88,TR,1696905506
302,boguchany,97.4531,58.3814,9.36,92,88,1.79,RU,1696905507
303,ilanskiy,96.065,56.2358,12.72,59,82,4.31,RU,1696905507
304,nuuk,-51.7216,64.1835,3.34,44,91,7.72,GL,1696905508
305,el granada,-122.4694,37.5027,21.61,83,100,2.57,US,1696905509
306,mankono,-6.1897,8.0586,21.0,96,89,0.64,CI,1696905509
307,glodeni,27.5144,47.7708,4.91,45,96,2.39,MD,1696905510
308,taoudenni,-3.9836,22.6783,27.79,20,1,6.12,ML,1696905511
309,uthal,66.6219,25.8072,26.78,80,0,0.95,PK,1696905512
310,kapa'a,-159.319,22.0752,29.99,75,20,6.69,US,1696905512
311,kosmach,24.3673,48.7509,4.15,79,100,0.18,UA,1696905513
312,shamil'kala,46.8639,42.6858,5.61,92,100,1.7,RU,1696905513
313,katutura,17.0557,-22.521,23.38,16,99,3.6,NA,1696905515
314,touros,-35.4608,-5.1989,25.42,77,3,7.09,BR,1696905516
315,idri,13.2667,27.5,21.63,45,100,4.32,LY,1696905517
316,riosucio,-75.7032,5.4216,14.77,88,78,0.77,CO,1696905518
317,tazovsky,78.7,67.4667,4.34,91,100,6.27,RU,1696905518
318,dalandzadgad,104.425,43.5708,13.42,22,17,2.94,MN,1696905519
319,zacharo,21.65,37.4833,20.05,58,0,1.85,GR,1696905520
320,luderitz,15.1594,-26.6481,13.7,93,93,3.36,NA,1696905041
321,eenhana,16.3333,-17.4667,22.13,19,85,1.01,NA,1696905521
322,new norfolk,147.0587,-42.7826,18.17,34,30,0.85,AU,1696905522
323,ataq,46.8319,14.5377,19.99,79,0,0.78,YE,1696905522
324,ebon,168.6964,4.582,29.13,71,89,3.01,MH,1696905523
325,al qusayr,36.5798,34.5091,18.55,80,26,1.06,SY,1696905525
326,buncrana,-7.45,55.1333,14.99,92,100,2.48,IE,1696905525
327,surgana,73.6167,20.5667,24.54,60,7,0.09,IN,1696905526
328,san luis de la loma,-100.8939,17.2706,24.82,95,100,5.82,MX,1696905526
329,necochea,-58.7368,-38.5473,14.14,63,92,4.72,AR,1696905527
330,angaur state,134.13,6.906,28.22,81,100,11.1,PW,1696905529
331,nouadhibou,-17.0347,20.931,22.47,82,0,6.8,MR,1696905530
332,kirkland lake,-80.0377,48.1446,3.16,100,100,1.54,CA,1696905531
333,isola di capo rizzuto,17.0933,38.96,22.32,55,0,1.71,IT,1696905531
334,mantua,10.7833,45.1667,17.83,89,97,0.42,IT,1696905462
335,salekhard,66.6019,66.53,4.89,93,100,4.08,RU,1696905533
336,qashyr,76.1036,53.0675,15.23,54,100,6.45,KZ,1696905534
337,gowurdak,66.0466,37.8124,20.45,31,4,1.49,TM,1696905535
338,midvagur,-7.1939,62.0511,9.46,100,100,8.75,FO,1696905536
339,pariaman,100.12,-0.619,27.03,77,77,2.29,ID,1696905537
340,saint-philippe,55.7679,-21.3585,19.77,74,2,2.62,RE,1696905538
341,qacha's nek,28.6894,-30.1154,8.29,74,76,0.21,LS,1696905538
342,rexburg,-111.7897,43.826,19.73,55,0,0.0,US,1696905539
343,virrat,23.78,62.2476,-0.69,95,14,2.05,FI,1696905540
344,chos malal,-70.2709,-37.3781,12.32,34,47,3.02,AR,1696905540
345,fukuecho,128.8419,32.6881,23.2,60,40,7.72,JP,1696905317
346,cafayate,-65.9761,-26.073,17.37,45,88,1.6,AR,1696905542
347,houghton,-88.569,47.1219,6.47,94,100,5.66,US,1696905543
348,conception bay south,-52.9981,47.4999,9.95,98,81,2.44,CA,1696905543
349,griffith,-87.4237,41.5284,9.38,93,0,1.54,US,1696905544
350,lerwick,-1.1494,60.1545,12.0,93,85,8.94,GB,1696905545
351,st. john's,-52.7093,47.5649,10.08,98,100,3.6,CA,1696905547
352,cururupu,-44.8683,-1.8283,24.12,88,0,1.71,BR,1696905547
353,chernyshevskiy,112.4714,63.0128,6.36,87,100,3.99,RU,1696905549
354,azemmour,-8.3425,33.2895,21.62,69,98,1.23,MA,1696905549
355,oranjemund,16.4333,-28.55,13.91,90,31,1.34,NA,1696905550
356,kupang,123.5833,-10.1667,33.32,55,20,2.57,ID,1696905419
357,colonia,6.95,50.9333,14.34,89,0,1.54,DE,1696905345
358,bodaybo,114.1933,57.8506,8.85,83,100,1.12,RU,1696905553
359,tolanaro,46.9987,-25.0319,20.04,100,20,0.0,MG,1696905554
360,ambon,128.1814,-3.6954,30.08,66,40,3.09,ID,1696905554
361,porto seguro,-39.0647,-16.4497,25.29,83,20,3.6,BR,1696905555
362,guane,-84.0875,22.2025,25.32,90,18,1.78,CU,1696905556
363,namtsy,129.6658,62.7161,0.02,99,100,1.64,RU,1696905556
364,tabas,56.9244,33.5959,20.12,22,5,1.03,IR,1696905557
